"cov0","cov1","cov2","cov3","cov4","cov5","cov6","cov7","cov8"
1,0.25913744554961,0.152590077767808,-1.4461859810048,0.879923053766981,-0.0696326104485373,1.1585190313089,0.528249350959251,-0.641040789291664
1,-0.52415431867627,1.66852313335889,0.0364321788580321,0.131570320583658,-0.839088314053555,0.462906683801002,-0.345819405888337,-2.57719036101355
1,0.954884230909298,-1.37489404623658,1.10893096498168,0.587057727785502,-0.927746219607911,-0.735871314820082,0.177420886156691,-1.29768364325277
1,0.650372720204043,1.05367969844035,-0.224320728818205,-0.159449963336866,1.16888872607281,0.0918985181444899,0.277151749823903,-0.277272776638878
1,1.72293404114632,-0.481697965133906,-0.454858340665238,-0.843856657218331,-1.13992920928978,0.00695998405259227,0.785943707669289,1.59515305285953
1,0.74662210585671,-0.707455013979058,-0.455633890328159,0.674007449245488,-1.36418401380752,-0.888514287702902,1.36353828607068,-1.94211694467458
1,-1.28630370834915,-0.0872533918379925,-0.576668479477636,-1.10568113161969,0.542607466398926,-0.402605129393537,-1.895178136662,0.414356420826371
1,-0.184376262759787,1.63569636201643,-1.03410367467093,-1.92540537779022,0.704930246586741,0.00581187189938104,-0.630719253717848,1.26134708073494
1,1.99211895115785,-0.216074977164246,0.949155613568104,-1.2696966270398,0.805418985320208,1.3475856520002,-0.220361763066132,-0.340130152756489
1,1.86865229664983,-0.253907964915647,0.751864318076956,-0.402846535309194,1.06691413111097,-0.343611599562301,-0.662560703587251,-0.56854498336949
1,0.620066340903984,0.10847919262222,-1.59384348630129,1.40610011622029,0.360258965790686,0.130099156674124,0.393645306765674,1.10691220051529
1,0.0517355199168923,0.365832013280178,0.536818333550402,0.637608380720397,0.340418431113972,0.464856137887896,0.0292399026417039,0.512423404957187
1,0.430706493429278,-0.175983344741744,1.68256526380108,0.236625151682594,-1.30749823001975,-0.506946385476563,0.646936761153894,0.461959945684251
1,-0.0110482944370371,0.456482593275808,0.358923766078338,-0.720426957771735,-0.710264745831848,-0.575989757632736,-0.608225364363865,-0.439904328926837
1,0.0709580376553499,-0.577980202797095,-0.396441844151158,0.463771170692432,0.524397425497837,0.734583675963459,0.325245814957178,1.22305580389964
