"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1.48539127909169,0.240329108123488,0.26211838056103,-0.00390729537881072,0.557221270325819,0.15005801445951,0.230925145259421,-0.107860569867259,0.722355821104492,0.161411597294325,-0.0717780504922881,-0.0456465348832283
1.50026063168477,0.21369383064267,0.274488211607119,0.0197297869325141,0.652096683877745,0.084995354294379,0.256243465611074,-0.119728774323082,0.730431070788535,0.189434275514038,-0.0831390872213556,-0.0124404377069298
1.49917739370428,0.231676839773364,0.303549399201317,0.0370963893440077,0.653295634846428,0.0717599238749339,0.333704696109813,-0.0737458426756325,0.748413634327943,0.143924757063912,-0.0306390764738931,0.00588647332061348
1.48232046669871,0.22804502969776,0.235963514375059,0.0628293149015391,0.649943726692574,0.123902742822257,0.236836498513181,-0.114230511781714,0.745211693742084,0.118393429036775,0.00591588000883023,-0.0903441592583406
1.49354181302767,0.224009487886734,0.217550458896464,0.00828636217215006,0.629428378302829,0.142426445476313,0.180324951958206,-0.0873985960632103,0.732905103806177,0.136514699895458,0.0349705299746678,0.00032040386013954
1.49795979027692,0.228076889823943,0.292870138187451,0.00368545074765479,0.604648562144713,0.186957108417128,0.169949481034014,-0.137794655959076,0.732622360605518,0.137140826036746,0.0213822791271345,0.0415651409888667
1.49549081683215,0.221697619340203,0.298752545795893,0.0116919938549856,0.61773492290754,0.190469661240068,0.14753660073347,-0.174273305877066,0.717095385100464,0.143023996212112,0.132387083178616,-0.07890579418726
1.49725279460251,0.181522886633693,0.262068205580605,0.0423599867457981,0.646465071520062,0.231555304794174,0.079813976472538,-0.0105249679432722,0.691527724549877,0.182655729021469,-0.0430789760395451,-0.0630448513895247
1.50214042255245,0.228615606522008,0.187094986995241,0.034509071785071,0.58755849499371,0.241252075812381,0.220709976557005,-0.142505705917208,0.68847230968974,0.177499209152127,0.13145836276584,-0.0955280227584738
1.49659430074096,0.217712538728311,0.244739240731603,0.0153379872050593,0.599480758068377,0.195434627520454,0.285905368955169,0.0217886561276851,0.688995776423024,0.0967696910896914,0.135536250813162,0.0602351240815621
1.48190093351584,0.260324226754538,0.124924288245408,0.0125672336044247,0.601261805949026,0.221627737233949,0.154070047036108,-0.0173587763700174,0.673556970134149,0.119975761830399,0.051549723340428,0.0680160310586941
1.5070456925692,0.228805071177713,0.13053233150628,0.0157363323569754,0.615697297333965,0.234987483128507,0.323051887660582,-0.233283186961851,0.687553812265167,0.0988236276838573,0.132062127409732,0.100583334523442
1.49337701652255,0.247154782262451,0.285257600222273,-0.0230574045720985,0.587729665214421,0.227626600932863,0.276233513609801,-0.0980897982390138,0.676204297370048,0.144323665386589,0.12663737516035,0.0889763202054452
1.49030977065265,0.226317518872029,0.261563019382326,-0.030587971016719,0.572565902463385,0.237087434415308,0.231735795646269,-0.128847638077057,0.670980768166253,0.152215904200973,0.0612427322345288,0.039898064942288
1.50956107272357,0.209664109318338,0.234744494545763,0.0457234069081481,0.580486135879756,0.212290093117927,0.22430352529354,-0.129507614674001,0.693737900447803,0.162804693978803,0.0802394998643981,-0.0464857866054375
1.49408847998418,0.222657512493252,0.225613535402833,0.0618118915781836,0.65511397390742,0.154117951985982,0.243277014096562,-0.0936985649652319,0.713362467386531,0.145411777420493,0.105099668345644,-0.0456567163810108
1.49382211506888,0.189845615268505,0.30257970904701,-0.0172120639979382,0.674738156675586,0.11700711595041,0.276687412735369,0.149214100044267,0.703347393804932,0.144469607755134,0.268059633501104,0.0224399549888472
1.50334179477356,0.191014128356993,0.183570864538221,0.0218176621320183,0.647863288848886,0.150431402355035,0.204521085650954,0.133558106746571,0.703689353707949,0.122844291891495,0.109936931278786,0.0264539409896385
1.53303981450442,0.188918292118988,0.224238718950679,-0.142726431453555,0.658215682670699,0.174280388398629,0.172284189544912,-0.127036398511334,0.726095409067119,0.134474272298219,0.108448084342523,0.00743512846548368
1.54434304962922,0.206387494473539,0.190131026643818,-0.0781622019987096,0.707148293937781,0.17602758573049,0.133066251620945,-0.159507414956531,0.710898143220464,0.116326086286979,0.060372318063161,0.0512065591990973
1.53675610820353,0.198643916209049,0.140311372114835,-0.0488521182834645,0.667988301181459,0.198857051647802,0.199060161135454,-0.0917522816238465,0.722769835176649,0.108541751693526,0.158948855280175,0.0471093988047939
1.54188541904148,0.207857522779896,0.200319981479576,-0.0746654515545358,0.666754617049584,0.222027940537383,0.200219382255632,0.026510864354716,0.752278614560844,0.064306681504065,-0.00142210825230311,0.135638043587285
1.51461738668438,0.222101246488101,0.238662608873589,-0.0712684067124044,0.607204955696353,0.248513440859106,0.232641471343409,0.00751868968182184,0.754683445677863,0.0687165232780966,0.049887090284607,0.064381089946444
1.49335905836485,0.231872651555396,0.207640593613056,-0.00106140004186975,0.627053095769362,0.166323692562592,0.235993819291066,-0.0228958992538514,0.767464620298477,0.0603720050477999,-0.0555872156133441,0.0434587217869263
1.49107085651774,0.241955397549837,0.252399235216459,-0.0131913431379487,0.678154348764794,0.14681762377878,0.232964199295562,-0.127849476553454,0.773467896743448,0.0662534378874692,0.0411980497336449,-0.0175425530642245
1.46977915085442,0.231377397865809,0.252168068054622,-0.00285490587535397,0.684465917359331,0.144126955444527,0.149801782591563,-0.106786760084285,0.771137408055136,0.0636875240537914,0.144911325109421,-0.0436163191448871
1.47905173645411,0.241299234206609,0.251901401181264,0.0916191407554309,0.684072659533696,0.121666020482381,0.176941599560264,-0.0821904050437274,0.780880383220272,0.0419717701557668,0.0490107786992999,-0.0395490061024178
1.44824796194732,0.228549927302457,0.281942604619568,-0.00485434093694286,0.669968129481414,0.168977130136055,0.211105270826552,-0.0858570176660555,0.787178822681079,0.0815675190357136,-0.160330388400474,-0.0919350267618868
1.47139814108666,0.249547257220193,0.251975788685983,0.0938247941043685,0.66044200185802,0.143148516073425,0.315741788948249,0.00726093381927292,0.815723271742234,0.0389942109757679,-0.0592440717935128,-0.0473714011020932
1.45787547350917,0.253559474988661,0.255213638206502,0.0738151612068053,0.626172692674437,0.152218048113,0.264755734920796,0.00926378394761063,0.77557953522052,0.0553227828522789,-0.0451260804280204,-0.0522981679530788
1.485914884918,0.255362841409452,0.23345565164697,0.112177793828816,0.636400251436272,0.14197014223465,0.288528868302997,0.0375121400673402,0.76853965388588,0.0321006742478925,-0.0676323261891989,-0.05952439880911
1.50271486909185,0.245210805807083,0.22802392672517,-0.042463501069649,0.640075545195715,0.0776221252061174,0.264723362404216,-0.186798257010012,0.768674796428302,0.0321613893085736,0.011701223013221,-0.00796951551437111
1.52568240241669,0.240948701293028,0.190355107046222,-0.00171888176533472,0.65852048843749,0.0767325423206881,0.244206398123238,-0.202314815252973,0.817584533155666,-0.00816331890545611,0.161140149893469,-0.0445710372876349
1.53000573631432,0.195999184150069,0.257484158033064,0.0681459226254832,0.649619229669908,0.072691193061483,0.242094533171799,-0.120627723542927,0.8386783884184,-0.0150096282655728,0.0793287611717793,-0.0192657040197376
